"","nzreach","LENGTH","ORDER","CLIMATE","GEOLOGY","NET_POSN","DISTSEA","CATCHAREA"
"421",1017779,1605.80736,3,"WW","VA","MO",162930.1,6917400
"422",1017956,2537.93939,1,"WW","HS","LO",13243.37,1929600
"423",1018120,294.85281,3,"WW","VA","MO",167109,10188900
"424",1018186,60,2,"WW","VA","LO",76602.83,1471500
"425",1018204,512.13203,1,"WW","VA","LO",77114.96,483300
"426",1018236,1326.3961,1,"WW","HS","LO",5610.731,1026900
"427",1018243,272.13203,3,"WW","HS","MO",124257.6,4678200
"428",1018421,1188.82251,2,"WW","VA","LO",166466.6,1762200
"429",1018445,1218.82251,3,"WW","HS","MO",2785.219,18511200
"430",1018469,549.41125,1,"WW","VA","LO",71423.27,384300
"431",1018472,542.13203,4,"WW","VA","MO",104779.1,30377700
"432",1018502,114.85281,4,"WW","VA","MO",104237,31034700
"433",1018519,1199.11688,2,"WW","VA","LO",70192.02,2661300
"434",1018522,559.70563,4,"WW","VA","MO",104122.1,36763200
"435",1018564,669.41125,3,"WW","VA","MO",106577.4,3487500
"436",1018569,1161.83766,2,"WW","VA","LO",73204.44,4311000
"437",1018572,836.98485,6,"WW","HS","HO",100527.8,707566208
"438",1018590,1513.67532,1,"WW","HS","LO",2170.66,1001700
"439",1018672,1301.54329,4,"WW","VA","MO",108083.8,23705100
"440",1018704,1346.10173,3,"WW","VA","MO",63156.33,11700900
"441",1018981,1806.3961,1,"WW","M","LO",7066.539,1145700
"442",1019084,302.13203,1,"WW","M","LO",2278.234,321300
"443",1019125,869.11688,1,"WW","M","LO",2845.219,799200
"444",1019297,1011.83766,6,"WW","HS","HO",94812.51,744423040
"445",1019306,1394.55844,3,"WW","SS","MO",96207.06,17781300
"446",1019781,1481.54329,1,"WW","VA","LO",102515.1,822600
"447",1019972,911.54329,3,"WW","SS","MO",78441.48,9789300
"448",1020008,1441.24892,2,"WW","SS","LO",3089.483,1838700
"449",1020063,157.27922,4,"WW","SS","MO",51672.29,72330304
"450",1020160,699.41125,3,"WW","HS","MO",100187.1,9927900
"451",1020178,1362.42641,1,"WW","SS","LO",8455.95,300600
"452",1020188,1502.13203,1,"WW","SS","LO",8553.229,434700
"453",1020189,212.13203,2,"WW","SS","LO",7051.098,3537000
"454",1020249,504.85281,3,"WW","SS","MO",75802.02,12987000
"455",1020476,337.27922,2,"WW","VA","LO",337.2792,904368.25
"456",1020837,936.3961,2,"WW","VA","LO",86899.22,3718800
"457",1020878,764.55844,1,"WW","Al","LO",1359.411,536618.06
"458",1020912,1034.55844,2,"WW","Al","LO",1629.411,2886300
"459",1020931,434.55844,2,"WW","VA","LO",434.5584,1517637.75
"460",1020947,671.54329,2,"WW","Al","LO",2300.955,1969200
"461",1020985,1218.82251,1,"WW","VA","LO",1653.381,760500
"462",1021192,1149.41125,4,"WW","SS","MO",10795.43,21096000
"463",1021238,906.3961,3,"WW","SS","MO",47156.5,5144400
"464",1021269,1416.3961,2,"WW","HS","LO",8562.642,1426500
"465",1021309,524.55844,3,"WW","SS","MO",9571.464,12747600
"466",1021366,1006.69048,2,"WW","SS","LO",42491.2,6619500
"467",1021442,132.42641,3,"WW","SS","MO",122240.1,11826000
"468",1021503,681.83766,4,"WW","SS","MO",7146.245,47529900
"469",1021681,439.70563,2,"WW","SS","LO",45388.26,1032300
"470",1021688,619.70563,2,"WW","SS","LO",40238.19,1524600
"471",1021722,889.70563,1,"WW","SS","LO",14092.79,523800
"472",1021728,362.13203,2,"WW","VA","LO",95668.09,1855800
"473",1021874,1811.54329,2,"WW","SS","LO",38395.91,4557600
"474",1021878,579.41125,1,"WW","VA","LO",94933.52,348300
"475",1021892,899.11688,2,"WW","SS","LO",39295.03,3195900
"476",1022702,302.13203,4,"WW","SS","MO",116812.5,35805600
"477",1022722,2475.80736,1,"WW","SS","LO",119288.3,1771200
"478",1022800,1538.52814,3,"WW","SS","MO",24806.75,15333300
"479",1022938,547.27922,4,"WD","SS","MO",29623.28,24056100
"480",1023187,911.54329,3,"WW","SS","MO",93017.59,3051900
"481",1023360,1363.67532,1,"WW","SS","LO",12347.27,846900
"482",1023451,1870.66017,1,"WW","SS","LO",23313.66,2035800
"483",1023780,609.41125,4,"WW","SS","MO",11714.26,58504500
"484",1023871,699.41125,4,"WW","SS","MO",12413.67,56508300
"485",1024019,674.55844,1,"WW","HS","LO",18405.35,505800
"486",1024165,302.13203,3,"WW","SS","MO",19913.88,4131900
"487",1024198,1460.95454,2,"WW","SS","LO",21374.83,1517400
"488",1024357,422.13203,2,"WW","HS","LO",422.132,3745255
"489",1024394,1473.38095,3,"WW","SS","MO",133669.9,20315700
"490",1024507,1029.41125,2,"WW","HS","LO",2258.528,1795500
"491",1024519,1121.54329,2,"WW","SS","LO",25198.88,1327500
"492",1024560,2160.3658,3,"WW","HS","MO",19300.21,16060500
"493",1024658,759.41125,3,"WW","SS","MO",759.4113,6081300
"494",1024748,90,3,"WW","HS","MO",19390.21,14535900
"495",1024755,374.55844,1,"WW","HS","LO",19674.76,311400
"496",1024783,2700.3658,1,"WW","HS","LO",6342.275,2118600
"497",1024863,1868.52814,2,"WW","HS","LO",5510.437,1582200
"498",1024875,1376.10173,2,"WW","HS","LO",20766.31,1851300
"499",1024880,559.70563,1,"WW","HS","LO",23610.64,428400
"500",1024918,3913.15801,1,"WW","HS","LO",24774.61,2772000
"501",1025016,319.70563,1,"WW","VA","LO",319.7056,434666.47
"502",1025043,242.13203,2,"WW","HS","LO",3641.909,3787200
"503",1025248,252.42641,1,"WW","SS","LO",252.4264,256479.83
"504",1025285,1256.10173,2,"WW","M","LO",120152.3,1457100
"505",1025378,953.9697,3,"WW","SS","MO",6855.656,6112800
"506",1025415,759.41125,2,"WW","SS","LO",7615.068,2556900
"507",1025443,2294.92424,4,"WW","SS","MO",2989.188,23661000
"508",1025451,623.9697,1,"WW","SS","LO",623.9697,598097.19
"509",1025509,1186.69048,2,"WW","SS","LO",1186.69,1896913.12
"510",1025567,1695.80736,1,"WW","VA","LO",7844.773,1171800
"511",1025575,1139.11688,1,"WD","SS","LO",4984.995,1105200
"512",1025616,579.41125,1,"WW","VA","LO",23023.96,520200
"513",1025695,187.27922,2,"WD","SS","LO",2080.66,2936700
"514",1025916,272.13203,1,"WW","M","LO",2839.188,279900
"515",1025922,869.11688,2,"WD","SS","LO",2142.792,2182500
"516",1026192,1745.51299,2,"WW","SS","LO",20835.72,1748248.88
"517",1026594,986.10173,3,"WD","SS","MO",2275.219,7754400
"518",1026699,706.69048,1,"WD","SS","LO",881.5433,492300
"519",1026772,1670.95454,2,"WD","SS","LO",1670.955,1895741.12
"520",1026808,1196.10173,2,"WD","SS","LO",6153.229,2669400
"521",1026845,1441.24892,2,"WD","SS","LO",4957.128,4059900
"522",1026873,506.98485,1,"WD","SS","LO",566.9849,378900
"523",1026938,1743.38095,1,"WW","M","LO",5540.438,1205100
"524",1027033,1086.3961,2,"WD","Al","LO",2760.366,3153600
"525",1027109,282.42641,3,"WD","SS","MO",1918.234,8622900
"526",1027183,494.55844,2,"WD","Al","LO",2594.924,2788200
"527",1027207,517.27922,1,"WD","SS","LO",7909.92,534600
"528",1027227,169.70563,1,"WD","Al","LO",3096.762,335700
"529",1027244,1529.11688,3,"WD","Al","MO",7307.788,4854600
"530",1027262,1786.69048,1,"WD","Al","LO",7438.082,405900
"531",1027295,1668.82251,1,"WD","Al","LO",10533.6,819000
"532",1027298,679.70563,3,"WD","SS","MO",5014.996,8937000
"533",1027348,247.27922,4,"WD","SS","MO",247.2792,31370026
"534",1027361,416.98485,3,"WD","SS","MO",3151.615,15204600
"535",1027386,1264.26407,1,"WD","SS","LO",4415.879,936000
"536",1027494,339.41125,2,"WD","Al","LO",5347.128,4652100
"537",1027498,517.27922,3,"WD","Al","MO",6721.098,9748800
"538",1027580,369.41125,2,"WD","Al","LO",1208.528,3389400
"539",1305157,NA,NA,NA,NA,NA,NA,NA
"540",2000073,584.55844,2,"WW","HS","LO",584.5584,4913607
"541",2000078,234.85281,2,"WW","HS","LO",2228.528,1693028.5
"542",2000079,1993.67532,2,"WW","HS","LO",1993.675,3627046.5
"543",2000081,584.55844,2,"WW","HS","LO",584.5584,1520721.75
"544",2000082,1656.3961,1,"WW","VA","LO",3057.351,1208099.75
"545",2000086,434.55844,3,"WW","VA","MO",434.5584,4386678.5
"546",2000137,1139.11688,3,"WW","SS","MO",3781.615,7499928.5
"547",2000138,1633.67532,1,"WW","VA","LO",1633.675,1654866
"548",2000154,2490.3658,3,"WW","VA","MO",2755.219,5246207.5
"549",2000162,651.83766,3,"WW","VA","MO",1670.954,3459566.25
"550",2000180,909.41125,3,"WW","SS","MO",4691.026,5413084
"551",2000184,1109.11688,1,"WW","VA","LO",1109.117,1264019.62
"552",2000236,572.13203,2,"WW","VA","LO",572.132,2231349
"553",2000245,1121.54329,1,"WW","VA","LO",2810.072,772281.12
"554",2000254,102.42641,2,"WW","VA","LO",307.2792,2783297.25
"555",2000258,1490.95454,2,"WW","SS","LO",1490.955,1940462.5
"556",2000295,296.98485,1,"WW","SS","LO",1787.939,746227.44
"557",2000304,114.85281,1,"WW","VA","LO",114.8528,247966.05
"558",2000307,796.69048,3,"WW","VA","MO",1351.249,8638470
"559",2000334,264.85281,1,"WW","Al","LO",2894.924,280123.09
"560",2000356,934.26407,4,"WW","SS","MO",934.2641,33899800
"561",2000372,1471.24892,3,"WW","VA","MO",4231.615,8031840
"562",2000397,439.70563,3,"WW","VA","MO",2760.366,9538892
"563",2000427,579.41125,3,"WW","VA","MO",2320.66,11323896
"564",2000431,544.26407,4,"WW","SS","MO",5197.128,23234870
"565",2000434,1685.51299,1,"WW","VA","LO",2529.777,838307.69
"566",2000446,1833.38095,1,"WW","VA","LO",3122.498,1563190.5
"567",2000485,874.26407,4,"WW","SS","MO",6396.245,21132682
"568",2000486,869.11688,1,"WW","VA","LO",869.1169,496100.12
"569",2000500,3864.3355,1,"WW","VA","LO",3864.335,3182323.5
"570",2000525,911.54329,2,"WW","VA","LO",911.5433,1890702.88
"571",2000547,1308.82251,2,"WW","VA","LO",1308.823,3004651.25
"572",2000559,2864.92424,2,"WW","VA","LO",6034.113,4488628
"573",2000563,284.55844,1,"WW","VA","LO",284.5584,332442.53
"574",2000629,929.11688,3,"WW","VA","MO",2824.63,12558096
"575",2000652,1376.98485,3,"WW","VA","MO",3272.498,10613629
"576",2000653,3901.61472,2,"WW","VA","LO",9425.362,3907577.25
"577",2000661,1199.11688,2,"WW","VA","LO",5318.894,6367283.5
"578",2000682,1169.11688,4,"WW","VA","MO",1169.117,27885936
"579",2000692,259.70563,2,"WW","VA","LO",459.4113,2874114
"580",2000696,833.9697,1,"WW","VA","LO",833.9697,571632.88
"581",2000707,362.13203,4,"WW","SS","MO",52975.11,18657896
"582",2000718,1333.67532,1,"WW","SS","LO",3638.894,944059.25
"583",2000727,801.83766,2,"WW","SS","LO",4361.026,875109.88
"584",2000732,1283.9697,4,"WW","SS","MO",51534.74,54506464
"585",2000749,482.13203,2,"WW","SS","LO",4041.32,1390335
"586",2000763,639.41125,2,"WW","SS","LO",4680.731,904382.38
"587",2000773,911.54329,1,"WW","SS","LO",4543.158,592851.38
"588",2000789,961.24892,1,"WW","SS","LO",3958.6,528600.69
"589",2000808,676.69048,2,"WW","SS","LO",4615.584,2098112
"590",2000826,559.70563,2,"WW","SS","LO",5175.29,1338352.75
"591",2000830,1675.21861,1,"WW","SS","LO",7571.757,1214403.75
"592",2000845,524.55844,1,"WW","VA","LO",524.5584,655927.19
"593",2000847,411.83766,2,"WW","VA","LO",411.8376,2007103.5
"594",2000880,679.70563,3,"WW","SS","MO",61617.45,3305182.25
"595",2000890,1416.3961,2,"WW","SS","LO",7198.965,1773854.12
"596",2000893,1605.80736,2,"WW","SS","LO",7388.376,2142411.5
"597",2000898,1533.38095,2,"WW","SS","LO",63150.84,1927585.25
"598",2000941,1109.11688,4,"WW","SS","MO",52573.56,37854544
"599",2000955,701.54329,2,"WW","SS","LO",701.5433,1214827.5
"600",2000974,572.13203,1,"WW","SS","LO",63722.97,615330.19
"601",2000975,789.41125,1,"WW","SS","LO",7988.376,531843
"602",2000976,803.9697,1,"WW","SS","LO",8002.935,573970.62
"603",2000979,187.27922,1,"WW","SS","LO",63338.12,309796.94
"604",2000980,621.83766,1,"WW","SS","LO",6699.26,389325.84
"605",2000989,427.27922,1,"WW","SS","LO",6504.701,350601.06
"606",2000991,1373.08658,4,"WW","SS","MO",44473.35,38661496
"607",2001005,849.41125,1,"WW","SS","LO",6734.407,494813.06
"608",2001017,536.98485,2,"WW","SS","LO",2008.234,743946
"609",2001019,192.42641,2,"WW","SS","LO",6077.421,786509.31
"610",2001026,174.85281,1,"WW","SS","LO",6289.554,321302.19
"611",2001027,519.41125,2,"WW","SS","LO",6114.701,958494.44
"612",2001032,289.70563,2,"WW","SS","LO",5884.995,1382471.38
"613",2001036,1493.08658,2,"WW","HS","LO",40042.91,1871104
"614",2001038,1910.95454,2,"WW","M","LO",39351.66,2417998.5
"615",2001041,639.41125,3,"WW","SS","MO",5595.29,2700333.5
"616",2001051,1478.52814,1,"WW","SS","LO",1967.939,900177.75
"617",2001059,809.11688,2,"WW","SS","LO",63043.26,2955629
"618",2001069,404.55844,2,"WW","SS","LO",63730.25,1567089.62
"619",2001071,439.70563,2,"WW","SS","LO",1646.102,756900
"620",2001125,686.98485,2,"WW","M","LO",38127.7,3870247.75
"621",2001141,953.9697,1,"WW","VA","LO",953.9697,929840.5
"622",2001142,416.98485,1,"WW","SS","LO",6826.539,382500
"623",2001147,2098.23376,2,"WW","SS","LO",2657.939,2106614.25
"624",2001161,314.55844,1,"WW","SS","LO",6526.539,341733.19
"625",2001163,72.42641,1,"WW","SS","LO",6284.407,232792.08
"626",2001167,1201.24892,5,"WW","SS","HO",37093.14,186451184
"627",2001174,644.55844,2,"WW","VA","LO",644.5584,2524909
"628",2001181,349.70563,2,"WW","SS","LO",5969.849,1053048
"629",2001188,1990.66017,3,"WW","SS","MO",39083.8,4501907.5
"630",2001193,2128.23376,1,"WW","VA","LO",2128.234,2114041.25
"631",2001219,766.69048,5,"WW","SS","HO",35891.89,194347104
"632",2001269,2347.64502,2,"WW","SS","LO",63349.66,1953439.75
"633",2001306,929.11688,3,"WW","SS","MO",35227.62,14166577
"634",2001309,1211.54329,3,"WW","VA","MO",1301.543,5923375.5
"635",2001323,90,3,"WW","VA","MO",90,6539835
"636",2001325,529.70563,2,"WW","SS","LO",61531.72,1167316.25
"637",2001329,519.41125,3,"WW","SS","MO",35747.04,13248486
"638",2001344,946.69048,4,"WW","SS","MO",2939.483,13602255
"639",2001365,487.27922,1,"WW","SS","LO",36404.02,342218.31
"640",2001370,2033.08658,1,"WW","SS","LO",8492.347,1381937.25
"641",2001373,1725.80736,1,"WW","VA","LO",1960.66,1608300
"642",2001380,1423.67532,2,"WW","SS","LO",7882.935,2855667.25
"643",2001381,683.9697,4,"WW","SS","MO",1992.792,14186340
"644",2001387,579.41125,3,"WW","SS","MO",56541.57,12946433
"645",2001401,319.70563,1,"WW","SS","LO",55507.9,349435.41
"646",2001412,961.24892,1,"WW","SS","LO",60258.04,907671.19
"647",2001415,1989.77705,1,"WW","SS","LO",41848.42,1658533.75
"648",2001447,561.83766,1,"WW","SS","LO",39830.78,381600
"649",2001480,312.42641,3,"WW","SS","MO",40325.34,1920468.12
"650",2001506,252.42641,1,"WW","SS","LO",12711.9,288383.75
"651",2001508,259.70563,3,"WW","SS","MO",5267.422,9905860
"652",2001513,324.85281,1,"WW","SS","LO",41007.18,302400
"653",2001516,482.13203,2,"WW","SS","LO",12941.61,1153803.25
"654",2001517,1001.54329,1,"WW","SS","LO",7026.244,815638.81
"655",2001527,114.85281,1,"WW","SS","LO",12459.47,263498.75
"656",2001530,114.85281,2,"WW","SS","LO",12459.47,1477287
"657",2001532,374.55844,2,"WW","SS","LO",12344.62,1827736
"658",2001578,1028.52814,2,"WW","HS","LO",1185.807,1488149
"659",2001597,1031.54329,1,"WW","SS","LO",15582.86,818437.06
"660",2001612,1848.82251,1,"WW","HS","LO",1848.823,1341868.12
"661",2001615,2043.38095,2,"WW","SS","LO",21865.13,5054706
"662",2001631,1263.38095,3,"WW","SS","MO",10818.52,3947694.5
"663",2001658,2045.51299,2,"WW","SS","LO",4752.275,1784369.75
"664",2001684,1301.54329,3,"WW","SS","MO",9035.727,10356865
"665",2001696,699.41125,1,"WW","SS","LO",7057.493,765900
"666",2001706,1351.24892,2,"WW","SS","LO",6358.083,2061417.75
"667",2001711,1728.82251,1,"WW","SS","LO",4153.158,789441.69
"668",2001733,222.42641,5,"WW","SS","HO",2646.762,93821824
"669",2001738,1158.82251,5,"WW","SS","HO",3805.584,89033024
"670",2001774,379.70563,1,"WW","SS","LO",1717.645,489020.19
"671",2001781,392.13203,1,"WW","SS","LO",5761.098,316464.47
"672",2001794,716.98485,4,"WW","SS","MO",6582.641,54621064
"673",2001795,302.13203,1,"WW","SS","LO",4729.554,306967.22
"674",2001804,831.83766,2,"WW","SS","LO",7414.478,2267646
"675",2001818,1368.82251,1,"WW","SS","LO",1368.823,1214356.12
"676",2001820,881.54329,1,"WW","SS","LO",881.5433,742705.88
"677",2001825,1603.67532,1,"WW","SS","LO",5409.26,1245819
"678",2001855,836.98485,1,"WW","SS","LO",836.9849,733216.25
"679",2001903,499.70563,1,"WW","SS","LO",4573.158,522570.84
"680",2001920,749.11688,1,"WW","HS","LO",1376.102,898200
"681",2001933,2232.79221,1,"WW","SS","LO",11962.78,1673900.5
"682",2001936,1478.52814,2,"WW","SS","LO",11103.96,6222376.5
"683",2001939,72.42641,1,"WD","SS","LO",72.42641,250679.7
"684",2001949,549.41125,3,"WW","SS","MO",6006.245,17687114
"685",2001951,367.27922,1,"WD","SS","LO",367.2792,653999.62
"686",2001952,651.83766,1,"WD","HS","LO",651.8376,456978.56
"687",2001966,939.41125,1,"WW","SS","LO",4113.747,910459.5
"688",2001967,624.85281,1,"WW","SS","LO",624.8528,759358.75
"689",2001968,1646.10173,1,"WD","SS","LO",2485.219,1832263.75
"690",2001972,626.98485,1,"WW","SS","LO",626.9849,814040.12
"691",2001989,839.11688,2,"WW","SS","LO",1141.249,1720214
"692",2001996,494.55844,1,"WW","SS","LO",494.5584,329695.97
"693",2002005,634.26407,1,"WW","SS","LO",634.2641,570471.25
"694",2002016,157.27922,2,"WW","SS","LO",11588.23,2187674.5
"695",2002020,457.27922,1,"WW","SS","LO",457.2792,772728.75
"696",2002043,422.13203,1,"WW","SS","LO",12891.9,396764.91
"697",2002078,1106.10173,2,"WW","SS","LO",13423.74,4959631
"698",2002079,476.98485,2,"WW","SS","LO",12794.62,2923249
"699",2002093,2066.10173,1,"WW","SS","LO",2066.102,2088997.25
"700",2002102,1773.38095,3,"WW","SS","MO",1773.381,9945142
"701",2002115,397.27922,2,"WD","Al","LO",2270.955,2532329.25
"702",2002163,686.98485,3,"WW","SS","MO",1049.117,6833467.5
"703",2002166,741.83766,2,"WW","SS","LO",3409.188,2655360.75
"704",2002175,3372.79221,2,"WW","SS","LO",34008.43,4068917.75
"705",2002238,1286.10173,2,"WD","SS","LO",4083.747,3877347.25
"706",2002244,1648.23376,1,"WW","SS","LO",1648.234,1223830.38
"707",2002289,1863.38095,1,"WW","SS","LO",7780.509,1521804.25
"708",2002296,667.27922,1,"WD","SS","LO",667.2792,451213.62
"709",2002297,1870.66017,2,"WW","SS","LO",9416.316,2171729
"710",2002298,2450.07143,1,"WD","SS","LO",2450.072,1688740
"711",2002366,434.55844,2,"WW","SS","LO",6351.687,5211232
"712",2002367,769.70563,2,"WW","SS","LO",5917.128,7009310.5
"713",2002376,2756.10173,1,"WD","SS","LO",9046.905,1393846.25
"714",2002394,602.13203,3,"WW","SS","MO",8997.199,3814050.25
"715",2002401,434.55844,1,"WW","SS","LO",5581.98,337953.94
"716",2002403,741.83766,2,"WW","SS","LO",5147.422,7682827.5
"717",2002415,879.41125,1,"WW","SS","LO",909.4113,869879.81
"718",2002441,561.83766,2,"WW","SS","LO",4405.584,8812218
"719",2002446,1592.13203,1,"WD","SS","LO",8135.362,490667.38
"720",2002504,482.13203,4,"WW","SS","MO",3289.188,66190364
"721",2002507,240,1,"WW","SS","LO",11142.12,363172.66
"722",2002509,669.41125,3,"WW","SS","MO",9094.479,4799784
"723",2002581,784.26407,2,"WD","SS","LO",5511.686,5798459.5
"724",2002628,392.13203,3,"WW","SS","MO",16817.48,4068952
"725",2002646,414.85281,1,"WW","SS","LO",11699.7,450558.59
"726",2002662,634.26407,2,"WW","SS","LO",4278.305,1005475.94
"727",2002664,1238.52814,3,"WD","SS","MO",3335.879,10395088
"728",2002690,1413.38095,1,"WD","SS","LO",1720.66,997200
"729",2002720,392.13203,2,"WW","SS","LO",422.132,1216093.12
"730",2002721,529.70563,3,"WW","SS","MO",6193.524,10862898
"731",2002729,1335.80736,2,"WW","SS","LO",1365.807,1705661.75
"732",2002748,332.13203,3,"WW","SS","MO",5995.95,4299929.5
"733",2002763,911.54329,1,"WW","SS","LO",7461.687,881495.19
"734",2002766,1049.11688,2,"WW","SS","LO",18181.16,1756326.25
"735",2002767,616.69048,2,"WW","SS","LO",7166.833,946511.5
"736",2002785,444.85281,1,"WW","SS","LO",8643.229,588900.12
"737",2002825,544.26407,2,"WW","SS","LO",8198.377,1527633.75
"738",2002847,801.83766,2,"WW","SS","LO",19394.83,2605820.25
"739",2002874,2043.38095,2,"WW","SS","LO",16424.11,5208372
"740",2002884,561.83766,4,"WW","SS","MO",4429.188,15828453
"741",2002885,192.42641,1,"WW","SS","LO",3697.645,306131.31
"742",2002906,362.13203,4,"WW","SS","MO",2777.939,31423224
"743",2002968,1741.24892,2,"WW","SS","LO",10427.27,1464306.38
"744",2002988,801.83766,1,"WW","SS","LO",2695.219,584321.94
"745",2002994,1238.52814,2,"WW","SS","LO",3588.305,5836212.5
"746",2002998,833.9697,2,"WW","SS","LO",9957.199,2881972
"747",2003016,434.55844,2,"WW","SS","LO",566.9849,3273486.25
"748",2003019,1029.41125,1,"WW","SS","LO",2922.792,1063303.88
"749",2003032,639.41125,4,"WW","SS","MO",11548.81,16069628
"750",2003042,806.98485,2,"WW","SS","LO",1893.381,2130211
"751",2003046,277.27922,1,"WW","SS","LO",1363.675,310823.44
"752",2003052,1003.67532,1,"WW","SS","LO",2957.056,1024156.31
"753",2003098,1026.3961,1,"WW","SS","LO",2979.777,713536.44
"754",2003099,492.42641,2,"WW","SS","LO",1953.381,1920770
"755",2003112,1418.52814,2,"WW","SS","LO",1418.528,3441826.5
"756",2003138,1046.10173,2,"WW","SS","LO",2335.219,1250601.62
"757",2003145,966.3961,1,"WW","SS","LO",2729.483,1005990
"758",2003161,519.41125,1,"WW","SS","LO",1808.528,431449.53
"759",2003176,402.42641,2,"WW","SS","LO",1289.117,1835087.38
"760",2003180,2015.51299,1,"WW","SS","LO",2015.513,978123.88
"761",2003191,1144.26407,1,"WD","SS","LO",3638.894,904847
"762",2003202,84.85281,3,"WD","SS","MO",3275.879,5773923
"763",2003204,264.85281,1,"WW","SS","LO",741.8376,277850.56
"764",2003207,247.27922,1,"WW","SS","LO",1133.97,351681.91
"765",2003211,409.70563,2,"WW","SS","LO",886.6905,2316369.5
"766",2003228,1916.10173,1,"WW","SS","LO",14702.19,1050422.38
"767",2003238,102.42641,1,"WW","SS","LO",102.4264,279095
"768",2003240,749.11688,3,"WD","SS","MO",2494.63,8702029
"769",2003246,1566.3961,1,"WW","SS","LO",1566.396,3032239
